update,mean_fitness,min_fitness,max_fitness,inferiority
927,236.545,20,240,0.985604
928,234.866,20,240,0.978608
929,237.084,176,240,0.98785
930,235.86,16,240,0.98275
931,235.726,16,240,0.982192
932,236.509,27,240,0.985454
933,235.748,16,240,0.982283
934,235.883,25,240,0.982846
935,235.605,16,240,0.981688
936,235.857,16,240,0.982738
937,236.383,24,240,0.984929
938,236.655,21,240,0.986062
939,235.534,16,240,0.981392
940,235.626,19,240,0.981775
941,236.063,22,240,0.983596
942,236.266,16,240,0.984442
943,236.257,20,240,0.984404
944,236.017,16,240,0.983404
945,235.973,16,240,0.983221
946,235.568,17,240,0.981533
947,236.132,16,240,0.983883
948,236.367,24,240,0.984862
949,235.152,15,240,0.9798
950,236.29,18,240,0.984542
951,236.43,29,240,0.985125
952,235.927,12,240,0.983029
953,236.65,28,240,0.986042
954,236.507,16,240,0.985446
955,236.287,111,240,0.984529
956,234.819,16,240,0.978413
957,236.212,15,240,0.984217
958,236.489,119,240,0.985371
959,235.641,12,240,0.981838
960,236.183,9,240,0.984096
961,236.332,16,240,0.984717
962,236.603,144,240,0.985846
963,235.815,16,240,0.982563
964,235.935,24,240,0.983062
965,236.106,21,240,0.983775
966,236.025,16,240,0.983437
967,235.464,16,240,0.9811
968,235.667,16,240,0.981946
969,235.581,16,240,0.981587
970,236.191,16,240,0.984129
971,235.113,25,240,0.979638
972,236.251,16,240,0.984379
973,235.205,16,240,0.980021
974,235.323,15,240,0.980513
975,235.833,28,240,0.982638
976,236.031,21,240,0.983463
977,236.232,25,240,0.9843
978,236.68,16,240,0.986167
979,235.153,16,240,0.979804
980,236.302,16,240,0.984592
981,235.497,16,240,0.981237
982,235.538,14,240,0.981408
983,235.312,16,240,0.980467
984,236.746,122,240,0.986442
985,234.929,15,240,0.978871
986,235.988,25,240,0.983283
987,235.863,16,240,0.982762
988,236.566,144,240,0.985692
989,235.708,18,240,0.982117
990,236.195,16,240,0.984146
991,235.667,16,240,0.981946
992,235.526,16,240,0.981358
993,235.583,16,240,0.981596
994,236.172,16,240,0.98405
995,236.536,22,240,0.985567
996,236.441,30,240,0.985171
997,236.799,18,240,0.986662
998,236.667,17,240,0.986112
999,236.693,20,240,0.986221
1000,235.916,19,240,0.982983
1001,236.083,30,240,0.983679
1002,236.058,15,240,0.983575
1003,235.766,16,240,0.982358
1004,235.607,16,240,0.981696
1005,235.804,19,240,0.982517
1006,236.08,19,240,0.983667
1007,235.95,21,240,0.983125
1008,236.385,16,240,0.984938
1009,236.126,18,240,0.983858
1010,235.867,17,240,0.982779
1011,236.053,17,240,0.983554
1012,236.204,19,240,0.984183
1013,236.391,25,240,0.984962
1014,235.207,11,240,0.980029
1015,235.704,16,240,0.9821
1016,235.281,16,240,0.980337
1017,235.589,17,240,0.981621
1018,236.443,17,240,0.985179
1019,235.308,16,240,0.98045
1020,235.721,11,240,0.982171
1021,235.398,16,240,0.980825
1022,235.217,18,240,0.980071
1023,236.056,16,240,0.983567
1024,236.2,15,240,0.984167
1025,235.928,28,240,0.983033
1026,235.347,18,240,0.980612
1027,236.375,25,240,0.984896
1028,235.758,14,240,0.982325
1029,235.563,12,240,0.981513
1030,236.12,16,240,0.983833
1031,236.505,180,240,0.985437
1032,235.598,28,240,0.981658
1033,236.186,16,240,0.984108
1034,236.183,22,240,0.984096
1035,235.954,20,240,0.983142
1036,235.487,18,240,0.981196
1037,235.783,18,240,0.982429
1038,235.88,20,240,0.982833
1039,235.759,11,240,0.982329
1040,235.214,16,240,0.980058
1041,235.667,16,240,0.981946
1042,235.828,15,240,0.982617
1043,235.642,16,240,0.981842
1044,235.847,16,240,0.982696
1045,235.605,15,240,0.981688
1046,235.538,16,240,0.981408
1047,234.826,8,240,0.978442
1048,236.601,113,240,0.985838
1049,234.919,14,240,0.978829
1050,234.999,16,240,0.979163
1051,236.167,28,240,0.984029
1052,235.741,15,240,0.982254
1053,236.668,27,240,0.986117
1054,235.011,14,240,0.979213
1055,236.619,178,240,0.985912
1056,236.557,28,240,0.985654
1057,234.732,11,240,0.97805
1058,235.489,20,240,0.981204
1059,236.471,21,240,0.985296
1060,236.652,145,240,0.98605
1061,236.091,13,240,0.983712
1062,235.252,13,240,0.980217
1063,235.927,16,240,0.983029
1064,236.346,16,240,0.984775
1065,236.129,114,240,0.983871
1066,235.349,16,240,0.980621
1067,235.69,16,240,0.982042
1068,235.308,16,240,0.98045
1069,235.659,22,240,0.981912
1070,235.642,16,240,0.981842
1071,235.677,21,240,0.981988
1072,235.351,15,240,0.980629
1073,236.789,149,240,0.986621
1074,235.465,16,240,0.981104
1075,235.653,16,240,0.981888
1076,235.549,13,240,0.981454
1077,235.469,17,240,0.981121
1078,235.449,22,240,0.981038
1079,236.561,24,240,0.985671
1080,235.977,21,240,0.983237
1081,235.133,16,240,0.979721
1082,236.15,16,240,0.983958
1083,236.541,24,240,0.985587
1084,235.467,16,240,0.981113
1085,236.564,16,240,0.985683
1086,236.073,20,240,0.983638
1087,235.939,20,240,0.983079
1088,236.128,16,240,0.983867
1089,235.849,24,240,0.982704
1090,236.251,23,240,0.984379
1091,236.6,20,240,0.985833
1092,236.369,24,240,0.984871
1093,235.479,16,240,0.981163
1094,235.74,16,240,0.98225
1095,236.38,26,240,0.984917
1096,236.15,16,240,0.983958
1097,235.455,16,240,0.981062
1098,236.092,23,240,0.983717
1099,235.554,15,240,0.981475
1100,235.411,16,240,0.980879
1101,236.043,20,240,0.983513
1102,235.567,24,240,0.981529
1103,235.299,16,240,0.980413
1104,236.197,21,240,0.984154
1105,236.648,185,240,0.986033
1106,236.135,16,240,0.983896
1107,235.644,15,240,0.98185
1108,235.982,16,240,0.983258
1109,234.871,16,240,0.978629
1110,236.127,11,240,0.983862
1111,236.243,16,240,0.984346
1112,236.428,16,240,0.985117
1113,236.649,16,240,0.986038
1114,235.46,25,240,0.981083
1115,236.498,21,240,0.985408
1116,236.378,17,240,0.984908
1117,236.456,16,240,0.985233
1118,235.276,21,240,0.980317
1119,235.778,14,240,0.982408
1120,235.982,12,240,0.983258
1121,235.432,16,240,0.980967
1122,235.939,16,240,0.983079
1123,236.332,21,240,0.984717
1124,236.237,130,240,0.984321
1125,235.246,16,240,0.980192
1126,235.519,16,240,0.981329
1127,236.692,17,240,0.986217
1128,235.695,17,240,0.982062
1129,235.769,16,240,0.982371
1130,236.068,21,240,0.983617
1131,235.34,16,240,0.980583
1132,235.975,20,240,0.983229
1133,236.422,101,240,0.985092
1134,235.683,16,240,0.982012
1135,236.084,24,240,0.983683
1136,236.475,19,240,0.985313
1137,236.817,21,240,0.986738
1138,235.685,101,240,0.982021
1139,235.879,31,240,0.982829
1140,236.239,18,240,0.984329
1141,235.642,16,240,0.981842
1142,235.816,17,240,0.982567
1143,235.872,16,240,0.9828
1144,236.098,112,240,0.983742
1145,235.702,16,240,0.982092
1146,236.069,16,240,0.983621
1147,235.527,21,240,0.981363
1148,236.358,13,240,0.984825
1149,235.728,16,240,0.9822
1150,236.253,27,240,0.984387
1151,236.054,27,240,0.983558
1152,235.933,17,240,0.983054
1153,236.517,24,240,0.985487
1154,235.713,24,240,0.982137
1155,236.32,24,240,0.984667
1156,235.48,18,240,0.981167
1157,235.295,17,240,0.980396
1158,235.441,16,240,0.981004
1159,236.164,23,240,0.984017
1160,235.54,17,240,0.981417
1161,235.688,23,240,0.982033
1162,236.001,21,240,0.983337
1163,235.992,16,240,0.9833
1164,235.758,30,240,0.982325
1165,235.395,8,240,0.980812
1166,235.701,16,240,0.982088
1167,234.714,14,240,0.977975
1168,236.289,12,240,0.984537
1169,235.902,21,240,0.982925
1170,236.553,17,240,0.985638
1171,236.451,17,240,0.985213
1172,235.878,16,240,0.982825
1173,236.386,16,240,0.984942
1174,236.325,21,240,0.984688
1175,236.225,15,240,0.984271
1176,236.085,16,240,0.983688
1177,235.981,16,240,0.983254
1178,236.291,20,240,0.984546
1179,235.582,16,240,0.981592
1180,236.068,25,240,0.983617
1181,235.04,16,240,0.979333
1182,235.947,21,240,0.983112
1183,236.491,27,240,0.985379
1184,235.844,24,240,0.982683
1185,236.059,25,240,0.983579
1186,236.996,145,240,0.987483
1187,235.829,21,240,0.982621
1188,236.176,14,240,0.984067
1189,235.311,16,240,0.980463
1190,235.518,13,240,0.981325
1191,235.714,21,240,0.982142
1192,235.74,16,240,0.98225
1193,236.176,17,240,0.984067
1194,235.719,16,240,0.982163
1195,235.974,22,240,0.983225
1196,235.436,16,240,0.980983
1197,235.679,16,240,0.981996
1198,235.928,16,240,0.983033
1199,235.77,20,240,0.982375
1200,235.782,14,240,0.982425
1201,236.506,20,240,0.985442
1202,235.514,16,240,0.981308
1203,235.489,16,240,0.981204
1204,235.454,16,240,0.981058
1205,235.845,16,240,0.982688
1206,235.629,15,240,0.981788
1207,235.724,11,240,0.982183
1208,235.663,17,240,0.981929
1209,236.457,24,240,0.985237
1210,236.47,110,240,0.985292
1211,235.62,16,240,0.98175
1212,234.344,20,240,0.976433
1213,235.939,17,240,0.983079
1214,235.871,21,240,0.982796
1215,236.027,16,240,0.983446
1216,236.008,17,240,0.983367
1217,236.658,17,240,0.986075
1218,235.248,19,240,0.9802
1219,235.561,16,240,0.981504
1220,236.409,22,240,0.985038
1221,236.049,23,240,0.983537
1222,236.306,24,240,0.984608
1223,235.75,16,240,0.982292
1224,235.601,15,240,0.981671
1225,235.534,16,240,0.981392
1226,235.832,24,240,0.982633
1227,236.965,20,240,0.987354
1228,235.996,16,240,0.983317
1229,235.142,16,240,0.979758
1230,234.937,16,240,0.978904
1231,235.859,19,240,0.982746
1232,235.927,16,240,0.983029
1233,236.401,64,240,0.985004
1234,235.705,18,240,0.982104
1235,235.693,15,240,0.982054
1236,235.913,16,240,0.982971
1237,235.066,16,240,0.979442
1238,235.557,13,240,0.981487
1239,235.385,16,240,0.980771
1240,235.75,21,240,0.982292
1241,235.117,17,240,0.979654
1242,236.393,16,240,0.984971
1243,236.904,16,240,0.9871
1244,235.707,14,240,0.982113
1245,236.307,128,240,0.984613
1246,235.642,24,240,0.981842
1247,235.687,16,240,0.982029
1248,236.431,16,240,0.985129
1249,236.127,16,240,0.983862
1250,236.046,21,240,0.983525
1251,236.293,16,240,0.984554
1252,235.699,11,240,0.982079
1253,234.908,16,240,0.978783
1254,235.987,17,240,0.983279
1255,235.85,21,240,0.982708
1256,235.927,25,240,0.983029
1257,235.061,19,240,0.979421
1258,235.85,17,240,0.982708
1259,236.094,12,240,0.983725
1260,235.143,16,240,0.979762
1261,236.216,16,240,0.984233
1262,235.576,16,240,0.981567
1263,235.772,16,240,0.982383
1264,235.705,19,240,0.982104
1265,235.855,16,240,0.982729
1266,236.57,16,240,0.985708
1267,236.117,16,240,0.983821
1268,235.469,16,240,0.981121
1269,235.598,16,240,0.981658
1270,236.326,16,240,0.984692
1271,235.887,16,240,0.982862
1272,235.277,16,240,0.980321
1273,236.099,19,240,0.983746
1274,235.86,17,240,0.98275
1275,235.802,16,240,0.982508
1276,235.99,115,240,0.983292
1277,235.963,16,240,0.983179
1278,235.861,16,240,0.982754
1279,235.907,16,240,0.982946
1280,236.731,16,240,0.986379
1281,236.109,26,240,0.983788
1282,235.947,16,240,0.983112
1283,235.732,20,240,0.982217
1284,235.441,16,240,0.981004
1285,235.781,16,240,0.982421
1286,235.975,144,240,0.983229
1287,235.399,16,240,0.980829
1288,236.232,28,240,0.9843
1289,235.229,16,240,0.980121
1290,235.403,17,240,0.980846
1291,236.738,154,240,0.986408
1292,236.089,11,240,0.983704
1293,235.834,16,240,0.982642
1294,236.322,16,240,0.984675
1295,235.804,16,240,0.982517
1296,235.121,16,240,0.979671
1297,236.679,16,240,0.986163
1298,236.88,21,240,0.987
1299,235.992,16,240,0.9833
1300,236.345,20,240,0.984771
1301,235.783,16,240,0.982429
1302,235.982,17,240,0.983258
1303,235.552,16,240,0.981467
1304,236.592,24,240,0.9858
1305,235.898,16,240,0.982908
1306,235.457,8,240,0.981071
1307,235.857,16,240,0.982738
1308,236.974,30,240,0.987392
1309,236.465,16,240,0.985271
1310,235.35,16,240,0.980625
1311,236.128,16,240,0.983867
1312,235.582,16,240,0.981592
1313,236.722,181,240,0.986342
1314,235.39,16,240,0.980792
1315,235.582,16,240,0.981592
1316,235.724,16,240,0.982183
1317,235.673,16,240,0.981971
1318,236.131,25,240,0.983879
1319,236.178,16,240,0.984075
1320,235.541,16,240,0.981421
1321,236.166,16,240,0.984025
1322,235.324,16,240,0.980517
1323,235.702,26,240,0.982092
1324,236.516,16,240,0.985483
1325,234.92,12,240,0.978833
1326,236.485,16,240,0.985354
1327,235.478,12,240,0.981158
1328,235.521,16,240,0.981337
1329,235.569,6,240,0.981537
1330,236.18,16,240,0.984083
1331,235.832,17,240,0.982633
1332,236.388,16,240,0.98495
1333,235.837,14,240,0.982654
1334,235.799,16,240,0.982496
1335,236.732,21,240,0.986383
1336,236.465,19,240,0.985271
1337,235.737,16,240,0.982237
1338,235.712,16,240,0.982133
1339,236.237,16,240,0.984321
1340,236.222,20,240,0.984258
1341,236.122,16,240,0.983842
1342,235.732,13,240,0.982217
1343,236.381,23,240,0.984921
1344,236.326,18,240,0.984692
1345,235.56,16,240,0.9815
1346,235.047,17,240,0.979363
1347,236.158,25,240,0.983992
1348,236.169,14,240,0.984038
1349,235.232,16,240,0.980133
1350,236.078,20,240,0.983658
1351,235.632,16,240,0.9818
1352,234.932,15,240,0.978883
1353,236.125,19,240,0.983854
1354,236.6,128,240,0.985833
1355,236.249,16,240,0.984371
1356,236.107,16,240,0.983779
1357,236.543,16,240,0.985596
1358,235.214,11,240,0.980058
1359,236.09,16,240,0.983708
1360,236.379,17,240,0.984912
1361,236.083,16,240,0.983679
1362,235.398,16,240,0.980825
1363,236.217,104,240,0.984237
1364,236.095,9,240,0.983729
1365,237.058,176,240,0.987742
1366,236.69,16,240,0.986208
1367,236.323,16,240,0.984679
1368,235.225,16,240,0.980104
1369,236.544,16,240,0.9856
1370,235.121,16,240,0.979671
1371,236.098,14,240,0.983742
1372,235.488,14,240,0.9812
1373,236.351,24,240,0.984796
1374,236.115,16,240,0.983812
1375,236.239,16,240,0.984329
1376,235.469,16,240,0.981121
1377,236.535,18,240,0.985563
1378,236.09,15,240,0.983708
1379,234.991,16,240,0.979129
1380,235.817,27,240,0.982571
1381,235.091,16,240,0.979546
1382,235.767,19,240,0.982363
1383,236.738,19,240,0.986408
1384,235.508,16,240,0.981283
1385,236.177,16,240,0.984071
1386,235.981,18,240,0.983254
1387,236.509,17,240,0.985454
1388,235.744,18,240,0.982267
1389,236.353,125,240,0.984804
1390,236.013,14,240,0.983387
1391,236.362,16,240,0.984842
1392,236.069,16,240,0.983621
1393,236.183,13,240,0.984096
1394,236.237,15,240,0.984321
1395,235.118,16,240,0.979658
1396,236.199,26,240,0.984163
1397,235.25,16,240,0.980208
1398,236.255,13,240,0.984396
1399,236.823,28,240,0.986762
1400,235.935,26,240,0.983062
1401,235.437,14,240,0.980988
1402,234.971,16,240,0.979046
1403,236.276,16,240,0.984483
1404,236.063,16,240,0.983596
1405,236.247,18,240,0.984363
1406,236.374,21,240,0.984892
1407,237.022,96,240,0.987592
1408,235.282,14,240,0.980342
1409,235.47,13,240,0.981125
1410,235.35,14,240,0.980625
1411,235.954,16,240,0.983142
1412,236.289,18,240,0.984537
1413,235.53,24,240,0.981375
1414,236.937,102,240,0.987237
1415,235.589,16,240,0.981621
1416,235.524,17,240,0.98135
1417,235.848,11,240,0.9827
1418,235.604,16,240,0.981683
1419,235.597,16,240,0.981654
1420,235.459,16,240,0.981079
1421,235.474,12,240,0.981142
1422,235.811,16,240,0.982546
1423,236.172,19,240,0.98405
1424,235.631,19,240,0.981796
1425,235.537,13,240,0.981404
1426,236.458,16,240,0.985242
1427,236.113,23,240,0.983804
1428,236.674,144,240,0.986142
1429,235.405,16,240,0.980854
1430,235.605,16,240,0.981688
1431,236.415,16,240,0.985062
1432,236.41,13,240,0.985042
1433,235.688,17,240,0.982033
1434,236.212,14,240,0.984217
1435,236.228,87,240,0.984283
1436,236.573,15,240,0.985721
1437,236.634,20,240,0.985975
1438,236.118,26,240,0.983825
1439,235.541,16,240,0.981421
1440,236.122,16,240,0.983842
1441,236.117,12,240,0.983821
1442,236.323,16,240,0.984679
1443,236.606,160,240,0.985858
1444,235.847,21,240,0.982696
1445,235.826,16,240,0.982608
1446,236.713,16,240,0.986304
1447,236.55,176,240,0.985625
1448,236.44,16,240,0.985167
1449,235.859,10,240,0.982746
1450,236.149,128,240,0.983954
1451,235.776,17,240,0.9824
1452,235.992,14,240,0.9833
1453,236.362,16,240,0.984842
1454,236.144,16,240,0.983933
1455,236.063,17,240,0.983596
1456,236.497,16,240,0.985404
1457,234.822,12,240,0.978425
1458,235.596,16,240,0.98165
1459,236.104,16,240,0.983767
1460,235.766,18,240,0.982358
1461,236.448,12,240,0.9852
1462,236.486,18,240,0.985358
1463,235.752,16,240,0.9823
1464,236.831,151,240,0.986796
1465,236.118,16,240,0.983825
1466,236.429,16,240,0.985121
1467,235.961,16,240,0.983171
1468,236.322,18,240,0.984675
1469,235.48,16,240,0.981167
1470,236.103,12,240,0.983762
1471,235.556,16,240,0.981483
1472,236.681,145,240,0.986171
1473,236.066,17,240,0.983608
1474,235.211,16,240,0.980046
1475,236.075,16,240,0.983646
1476,236.339,16,240,0.984746
1477,236.622,17,240,0.985925
1478,236.499,96,240,0.985413
1479,236.628,17,240,0.98595
1480,235.821,12,240,0.982587
1481,236.467,17,240,0.985279
1482,236.919,27,240,0.987163
1483,236.291,17,240,0.984546
1484,236.074,19,240,0.983642
1485,236.083,16,240,0.983679
1486,236.513,16,240,0.985471
1487,236.439,16,240,0.985163
1488,235.788,17,240,0.98245
1489,235.946,16,240,0.983108
1490,236.747,111,240,0.986446
1491,236.624,16,240,0.985933
1492,236.597,109,240,0.985821
1493,236.027,20,240,0.983446
1494,236.421,98,240,0.985088
1495,236.285,17,240,0.984521
1496,236.038,17,240,0.983492
1497,236.766,116,240,0.986525
1498,236.609,17,240,0.985871
1499,236.371,12,240,0.984879
1500,236.916,177,240,0.98715
1501,236.687,17,240,0.986196
1502,236.789,21,240,0.986621
1503,236.991,176,240,0.987463
1504,236.694,27,240,0.986225
1505,235.995,17,240,0.983313
1506,236.614,176,256,0.924273
